V1,V2,V3,V4,V5,V6,V7,V8,V9
0,2.3970681576413337,2.026371677009797,1.9545147852662674,1.6413209721246897,0.6261510225278445,0.1045795226743487,1.9476656506315588,1.9309840616389715
-2.3970681576413337,0,-1.57106656753696,-1.8443170833829339,-1.9679043207982578,-1.7812667998808729,-1.6202808626730583,-2.5917881363184545,-0.8913008207175553
-2.026371677009797,1.57106656753696,0,-2.1829527165075593,-2.1135703959159273,-1.4571913642308998,-1.2721903860985566,-1.5851295652737802,0.2766305765887423
-1.9545147852662674,1.8443170833829339,2.1829527165075593,0,-1.7899091586746134,-1.4095564242006042,-1.2237533492051857,-1.4442800319576807,0.5069544003128481
-1.6413209721246897,1.9679043207982578,2.1135703959159273,1.7899091586746134,0,-0.8031095004267047,-0.8502606195792182,-0.3785402306449801,1.442786823039809
-0.6261510225278445,1.7812667998808729,1.4571913642308998,1.4095564242006042,0.8031095004267047,0,-0.38244043993002297,0.5265343661888335,1.4256397758410995
-0.1045795226743487,1.6202808626730583,1.2721903860985566,1.2237533492051857,0.8502606195792182,0.38244043993002297,0,0.8532413121979945,1.2305612865083366
-1.9476656506315588,2.5917881363184545,1.5851295652737802,1.4442800319576807,0.3785402306449801,-0.5265343661888335,-0.8532413121979945,0,1.3264045417584072
-1.9309840616389715,0.8913008207175553,-0.2766305765887423,-0.5069544003128481,-1.442786823039809,-1.4256397758410995,-1.2305612865083366,-1.3264045417584072,0
